ResourceName,AssetType,ProjectID,Region,FullResourcePath
konnectivity-agent-cpha,rbac.authorization.k8s.io/RoleBinding,gemini-poc-486906,me-central1,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/namespaces/kube-system/rbac.authorization.k8s.io/rolebindings/konnectivity-agent-cpha
konnectivity-agent-leases,rbac.authorization.k8s.io/RoleBinding,gemini-poc-486906,me-central1,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/namespaces/kube-system/rbac.authorization.k8s.io/rolebindings/konnectivity-agent-leases
konnectivity-server-leases,rbac.authorization.k8s.io/RoleBinding,gemini-poc-486906,me-central1,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/namespaces/kube-system/rbac.authorization.k8s.io/rolebindings/konnectivity-server-leases
metrics-server-auth-reader,rbac.authorization.k8s.io/RoleBinding,gemini-poc-486906,me-central1,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/namespaces/kube-system/rbac.authorization.k8s.io/rolebindings/metrics-server-auth-reader
metrics-server-nanny-auth-reader,rbac.authorization.k8s.io/RoleBinding,gemini-poc-486906,me-central1,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/namespaces/kube-system/rbac.authorization.k8s.io/rolebindings/metrics-server-nanny-auth-reader
parallelstore-csi-leaderelection-binding,rbac.authorization.k8s.io/RoleBinding,gemini-poc-486906,me-central1,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/namespaces/kube-system/rbac.authorization.k8s.io/rolebindings/parallelstore-csi-leaderelection-binding
pdcsi-leaderelection-binding,rbac.authorization.k8s.io/RoleBinding,gemini-poc-486906,me-central1,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/namespaces/kube-system/rbac.authorization.k8s.io/rolebindings/pdcsi-leaderelection-binding
snapshot-controller-leaderelection,rbac.authorization.k8s.io/RoleBinding,gemini-poc-486906,me-central1,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/namespaces/kube-system/rbac.authorization.k8s.io/rolebindings/snapshot-controller-leaderelection
system::extension-apiserver-authentication-reader,rbac.authorization.k8s.io/RoleBinding,gemini-poc-486906,me-central1,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/namespaces/kube-system/rbac.authorization.k8s.io/rolebindings/system::extension-apiserver-authentication-reader
system::leader-locking-cloud-controller-manager,rbac.authorization.k8s.io/RoleBinding,gemini-poc-486906,me-central1,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/namespaces/kube-system/rbac.authorization.k8s.io/rolebindings/system::leader-locking-cloud-controller-manager
system::leader-locking-kube-controller-manager,rbac.authorization.k8s.io/RoleBinding,gemini-poc-486906,me-central1,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/namespaces/kube-system/rbac.authorization.k8s.io/rolebindings/system::leader-locking-kube-controller-manager
system::leader-locking-kube-scheduler,rbac.authorization.k8s.io/RoleBinding,gemini-poc-486906,me-central1,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/namespaces/kube-system/rbac.authorization.k8s.io/rolebindings/system::leader-locking-kube-scheduler
system::leader-locking-service-steering,rbac.authorization.k8s.io/RoleBinding,gemini-poc-486906,me-central1,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/namespaces/kube-system/rbac.authorization.k8s.io/rolebindings/system::leader-locking-service-steering
system:anet-manager-role-binding,rbac.authorization.k8s.io/RoleBinding,gemini-poc-486906,me-central1,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/namespaces/kube-system/rbac.authorization.k8s.io/rolebindings/system:anet-manager-role-binding
system:clustermetrics,rbac.authorization.k8s.io/RoleBinding,gemini-poc-486906,me-central1,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/namespaces/kube-system/rbac.authorization.k8s.io/rolebindings/system:clustermetrics
system:controller:bootstrap-signer,rbac.authorization.k8s.io/RoleBinding,gemini-poc-486906,me-central1,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/namespaces/kube-system/rbac.authorization.k8s.io/rolebindings/system:controller:bootstrap-signer
system:controller:cloud-provider,rbac.authorization.k8s.io/RoleBinding,gemini-poc-486906,me-central1,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/namespaces/kube-system/rbac.authorization.k8s.io/rolebindings/system:controller:cloud-provider
system:controller:token-cleaner,rbac.authorization.k8s.io/RoleBinding,gemini-poc-486906,me-central1,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/namespaces/kube-system/rbac.authorization.k8s.io/rolebindings/system:controller:token-cleaner
system:gke-ccm-migration-leader-election,rbac.authorization.k8s.io/RoleBinding,gemini-poc-486906,me-central1,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/namespaces/kube-system/rbac.authorization.k8s.io/rolebindings/system:gke-ccm-migration-leader-election
system:gke-kcm-ccm-leader-election,rbac.authorization.k8s.io/RoleBinding,gemini-poc-486906,me-central1,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/namespaces/kube-system/rbac.authorization.k8s.io/rolebindings/system:gke-kcm-ccm-leader-election
system:kubestore-collector-leader-election,rbac.authorization.k8s.io/RoleBinding,gemini-poc-486906,me-central1,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/namespaces/kube-system/rbac.authorization.k8s.io/rolebindings/system:kubestore-collector-leader-election
system:leader-election-pip-controller-manager,rbac.authorization.k8s.io/RoleBinding,gemini-poc-486906,me-central1,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/namespaces/kube-system/rbac.authorization.k8s.io/rolebindings/system:leader-election-pip-controller-manager
system:metrics-server-nanny-leader-election,rbac.authorization.k8s.io/RoleBinding,gemini-poc-486906,me-central1,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/namespaces/kube-system/rbac.authorization.k8s.io/rolebindings/system:metrics-server-nanny-leader-election
