ResourceName,AssetType,ProjectID,Region,FullResourcePath
admissionwebhookcontroller.config.common-webhooks.networking.gke.io,admissionregistration.k8s.io/MutatingWebhookConfiguration,gemini-poc-486906,me-central1,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/admissionregistration.k8s.io/mutatingwebhookconfigurations/admissionwebhookcontroller.config.common-webhooks.networking.gke.io
filestorecsi-mutation-webhook.storage.k8s.io,admissionregistration.k8s.io/MutatingWebhookConfiguration,gemini-poc-486906,me-central1,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/admissionregistration.k8s.io/mutatingwebhookconfigurations/filestorecsi-mutation-webhook.storage.k8s.io
gke-vpa-webhook-config,admissionregistration.k8s.io/MutatingWebhookConfiguration,gemini-poc-486906,me-central1,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/admissionregistration.k8s.io/mutatingwebhookconfigurations/gke-vpa-webhook-config
gmp-operator.gke-gmp-system.monitoring.googleapis.com,admissionregistration.k8s.io/MutatingWebhookConfiguration,gemini-poc-486906,me-central1,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/admissionregistration.k8s.io/mutatingwebhookconfigurations/gmp-operator.gke-gmp-system.monitoring.googleapis.com
mutate-scheduler-profile.config.common-webhooks.networking.gke.io,admissionregistration.k8s.io/MutatingWebhookConfiguration,gemini-poc-486906,me-central1,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/admissionregistration.k8s.io/mutatingwebhookconfigurations/mutate-scheduler-profile.config.common-webhooks.networking.gke.io
neg-annotation.config.common-webhooks.networking.gke.io,admissionregistration.k8s.io/MutatingWebhookConfiguration,gemini-poc-486906,me-central1,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/admissionregistration.k8s.io/mutatingwebhookconfigurations/neg-annotation.config.common-webhooks.networking.gke.io
pod-ready.config.common-webhooks.networking.gke.io,admissionregistration.k8s.io/MutatingWebhookConfiguration,gemini-poc-486906,me-central1,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/admissionregistration.k8s.io/mutatingwebhookconfigurations/pod-ready.config.common-webhooks.networking.gke.io
sasecret-redacter.config.common-webhooks.networking.gke.io,admissionregistration.k8s.io/MutatingWebhookConfiguration,gemini-poc-486906,me-central1,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/admissionregistration.k8s.io/mutatingwebhookconfigurations/sasecret-redacter.config.common-webhooks.networking.gke.io
warden-mutating.config.common-webhooks.networking.gke.io,admissionregistration.k8s.io/MutatingWebhookConfiguration,gemini-poc-486906,me-central1,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/admissionregistration.k8s.io/mutatingwebhookconfigurations/warden-mutating.config.common-webhooks.networking.gke.io
