ResourceName,AssetType,ProjectID,Region,FullResourcePath
metadata-proxy-v0.1,apps.k8s.io/DaemonSet,gemini-poc-486906,me-central1,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/namespaces/kube-system/apps/daemonsets/metadata-proxy-v0.1
nccl-fastsocket-installer,apps.k8s.io/DaemonSet,gemini-poc-486906,me-central1,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/namespaces/kube-system/apps/daemonsets/nccl-fastsocket-installer
netd,apps.k8s.io/DaemonSet,gemini-poc-486906,me-central1,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/namespaces/kube-system/apps/daemonsets/netd
node-local-dns,apps.k8s.io/DaemonSet,gemini-poc-486906,me-central1,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/namespaces/kube-system/apps/daemonsets/node-local-dns
nvidia-gpu-device-plugin-large-cos,apps.k8s.io/DaemonSet,gemini-poc-486906,me-central1,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/namespaces/kube-system/apps/daemonsets/nvidia-gpu-device-plugin-large-cos
nvidia-gpu-device-plugin-large-ubuntu,apps.k8s.io/DaemonSet,gemini-poc-486906,me-central1,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/namespaces/kube-system/apps/daemonsets/nvidia-gpu-device-plugin-large-ubuntu
nvidia-gpu-device-plugin-medium-cos,apps.k8s.io/DaemonSet,gemini-poc-486906,me-central1,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/namespaces/kube-system/apps/daemonsets/nvidia-gpu-device-plugin-medium-cos
nvidia-gpu-device-plugin-medium-ubuntu,apps.k8s.io/DaemonSet,gemini-poc-486906,me-central1,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/namespaces/kube-system/apps/daemonsets/nvidia-gpu-device-plugin-medium-ubuntu
nvidia-gpu-device-plugin-small-cos,apps.k8s.io/DaemonSet,gemini-poc-486906,me-central1,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/namespaces/kube-system/apps/daemonsets/nvidia-gpu-device-plugin-small-cos
nvidia-gpu-device-plugin-small-ubuntu,apps.k8s.io/DaemonSet,gemini-poc-486906,me-central1,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/namespaces/kube-system/apps/daemonsets/nvidia-gpu-device-plugin-small-ubuntu
parallelstore-csi-node,apps.k8s.io/DaemonSet,gemini-poc-486906,me-central1,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/namespaces/kube-system/apps/daemonsets/parallelstore-csi-node
pdcsi-node,apps.k8s.io/DaemonSet,gemini-poc-486906,me-central1,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/namespaces/kube-system/apps/daemonsets/pdcsi-node
pdcsi-node-windows,apps.k8s.io/DaemonSet,gemini-poc-486906,me-central1,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/namespaces/kube-system/apps/daemonsets/pdcsi-node-windows
runsc-metric-server,apps.k8s.io/DaemonSet,gemini-poc-486906,me-central1,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/namespaces/kube-system/apps/daemonsets/runsc-metric-server
tpu-device-plugin,apps.k8s.io/DaemonSet,gemini-poc-486906,me-central1,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/namespaces/kube-system/apps/daemonsets/tpu-device-plugin
