ResourceName,AssetType,ProjectID,Region,FullResourcePath
default-pool,container.googleapis.com/NodePool,gemini-poc-486906,me-central1,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/nodePools/default-pool
pool-2,container.googleapis.com/NodePool,gemini-poc-486906,me-central1,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/nodePools/pool-2
pool-4,container.googleapis.com/NodePool,gemini-poc-486906,me-central1,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/nodePools/pool-4
pool-5,container.googleapis.com/NodePool,gemini-poc-486906,me-central1,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/nodePools/pool-5
pool-7,container.googleapis.com/NodePool,gemini-poc-486906,me-central1,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/nodePools/pool-7
pool-9,container.googleapis.com/NodePool,gemini-poc-486906,me-central1,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/nodePools/pool-9
