ResourceName,ProjectID,Region,Importance,LastActivity,AssetType,FullResourcePath
system:controller:root-ca-cert-publisher,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterrolebindings/system:controller:root-ca-cert-publisher
system:controller:route-controller,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterrolebindings/system:controller:route-controller
system:controller:selinux-warning-controller,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterrolebindings/system:controller:selinux-warning-controller
system:controller:service-account-controller,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterrolebindings/system:controller:service-account-controller
system:controller:service-cidrs-controller,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterrolebindings/system:controller:service-cidrs-controller
system:controller:service-controller,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterrolebindings/system:controller:service-controller
system:controller:statefulset-controller,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterrolebindings/system:controller:statefulset-controller
system:controller:ttl-after-finished-controller,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterrolebindings/system:controller:ttl-after-finished-controller
system:controller:ttl-controller,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterrolebindings/system:controller:ttl-controller
system:controller:validatingadmissionpolicy-status-controller,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterrolebindings/system:controller:validatingadmissionpolicy-status-controller
system:controller:volumeattributesclass-protection-controller,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterrolebindings/system:controller:volumeattributesclass-protection-controller
system:discovery,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterrolebindings/system:discovery
system:gcp-controller-manager,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterrolebindings/system:gcp-controller-manager
system:gke-billing-controller,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterrolebindings/system:gke-billing-controller
system:gke-common-webhooks,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterrolebindings/system:gke-common-webhooks
system:gke-controller,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterrolebindings/system:gke-controller
system:gke-hpa-actor,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterrolebindings/system:gke-hpa-actor
system:gke-hpa-service-reader,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterrolebindings/system:gke-hpa-service-reader
system:gke-mpa-actor,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterrolebindings/system:gke-mpa-actor
system:gke-uas-collection-reader,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterrolebindings/system:gke-uas-collection-reader
system:gke-uas-hpa-controller,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterrolebindings/system:gke-uas-hpa-controller
system:gke-uas-metrics-reader,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterrolebindings/system:gke-uas-metrics-reader
system:gke-vpa-actor,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterrolebindings/system:gke-vpa-actor
system:gke-vpa-admission-controller,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterrolebindings/system:gke-vpa-admission-controller
system:gke-vpa-cr-actor,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterrolebindings/system:gke-vpa-cr-actor
system:gke-vpa-evictioner,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterrolebindings/system:gke-vpa-evictioner
system:gke-vpa-metrics-reader,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterrolebindings/system:gke-vpa-metrics-reader
system:gke-vpa-status-actor,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterrolebindings/system:gke-vpa-status-actor
system:gke-vpa-status-reader-binding,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterrolebindings/system:gke-vpa-status-reader-binding
system:gke-vpa-target-reader-binding,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterrolebindings/system:gke-vpa-target-reader-binding
system:gke-vpa-updater-in-place-binding,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterrolebindings/system:gke-vpa-updater-in-place-binding
system:glbc-status,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterrolebindings/system:glbc-status
system:konnectivity-server,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterrolebindings/system:konnectivity-server
system:kube-controller-manager,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterrolebindings/system:kube-controller-manager
system:kube-dns,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterrolebindings/system:kube-dns
system:kube-dns-autoscaler,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterrolebindings/system:kube-dns-autoscaler
system:kube-proxy,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterrolebindings/system:kube-proxy
system:kube-scheduler,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterrolebindings/system:kube-scheduler
system:kubestore-collector,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterrolebindings/system:kubestore-collector
system:managed-certificate-controller,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterrolebindings/system:managed-certificate-controller
system:metrics-server,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterrolebindings/system:metrics-server
system:metrics-server-nanny,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterrolebindings/system:metrics-server-nanny
system:monitoring,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterrolebindings/system:monitoring
system:node,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterrolebindings/system:node
system:node-proxier,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterrolebindings/system:node-proxier
system:pip-controller-manager,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterrolebindings/system:pip-controller-manager
system:public-info-viewer,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterrolebindings/system:public-info-viewer
system:resource-tracker,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterrolebindings/system:resource-tracker
system:service-account-issuer-discovery,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterrolebindings/system:service-account-issuer-discovery
system:service-steering,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterrolebindings/system:service-steering
system:volume-scheduler,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterrolebindings/system:volume-scheduler
tpu-device-plugin,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterrolebindings/tpu-device-plugin
uas-hpa-external-metrics-reader,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterrolebindings/uas-hpa-external-metrics-reader
