ResourceName,ProjectID,Region,Importance,LastActivity,AssetType,FullResourcePath
system:controller:service-cidrs-controller,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterroles/system:controller:service-cidrs-controller
system:controller:service-controller,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterroles/system:controller:service-controller
system:controller:statefulset-controller,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterroles/system:controller:statefulset-controller
system:controller:ttl-after-finished-controller,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterroles/system:controller:ttl-after-finished-controller
system:controller:ttl-controller,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterroles/system:controller:ttl-controller
system:controller:validatingadmissionpolicy-status-controller,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterroles/system:controller:validatingadmissionpolicy-status-controller
system:controller:volumeattributesclass-protection-controller,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterroles/system:controller:volumeattributesclass-protection-controller
system:discovery,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterroles/system:discovery
system:gcp-controller-manager,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterroles/system:gcp-controller-manager
system:gke-billing-controller,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterroles/system:gke-billing-controller
system:gke-common-webhooks,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterroles/system:gke-common-webhooks
system:gke-controller,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterroles/system:gke-controller
system:gke-hpa-actor,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterroles/system:gke-hpa-actor
system:gke-hpa-service-reader,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterroles/system:gke-hpa-service-reader
system:gke-mpa-actor,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterroles/system:gke-mpa-actor
system:gke-uas-collection-reader,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterroles/system:gke-uas-collection-reader
system:gke-uas-metrics-reader,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterroles/system:gke-uas-metrics-reader
system:gke-vpa-actor,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterroles/system:gke-vpa-actor
system:gke-vpa-admission-controller,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterroles/system:gke-vpa-admission-controller
system:gke-vpa-cr-actor,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterroles/system:gke-vpa-cr-actor
system:gke-vpa-evictioner,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterroles/system:gke-vpa-evictioner
system:gke-vpa-metrics-reader,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterroles/system:gke-vpa-metrics-reader
system:gke-vpa-status-actor,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterroles/system:gke-vpa-status-actor
system:gke-vpa-status-reader,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterroles/system:gke-vpa-status-reader
system:gke-vpa-target-reader,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterroles/system:gke-vpa-target-reader
system:gke-vpa-updater-in-place,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterroles/system:gke-vpa-updater-in-place
system:glbc-status,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterroles/system:glbc-status
system:heapster,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterroles/system:heapster
system:kube-aggregator,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterroles/system:kube-aggregator
system:kube-controller-manager,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterroles/system:kube-controller-manager
system:kube-dns,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterroles/system:kube-dns
system:kube-dns-autoscaler,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterroles/system:kube-dns-autoscaler
system:kube-scheduler,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterroles/system:kube-scheduler
system:kubelet-api-admin,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterroles/system:kubelet-api-admin
system:kubestore-collector,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterroles/system:kubestore-collector
system:maintenance-controller-cluster-role,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterroles/system:maintenance-controller-cluster-role
system:managed-certificate-controller,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterroles/system:managed-certificate-controller
system:master-monitoring-role,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterroles/system:master-monitoring-role
system:metrics-server,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterroles/system:metrics-server
system:metrics-server-nanny,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterroles/system:metrics-server-nanny
system:monitoring,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterroles/system:monitoring
system:node,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterroles/system:node
system:node-bootstrapper,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterroles/system:node-bootstrapper
system:node-problem-detector,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterroles/system:node-problem-detector
system:node-proxier,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterroles/system:node-proxier
system:persistent-volume-provisioner,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterroles/system:persistent-volume-provisioner
system:pip-controller-manager,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterroles/system:pip-controller-manager
system:public-info-viewer,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterroles/system:public-info-viewer
system:resource-tracker,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterroles/system:resource-tracker
system:service-account-issuer-discovery,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterroles/system:service-account-issuer-discovery
system:service-steering,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterroles/system:service-steering
system:volume-scheduler,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterroles/system:volume-scheduler
tpu-device-plugin,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterroles/tpu-device-plugin
view,gemini-poc-486906,me-central1,High,Unknown (Always Important),rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/gemini-poc-486906/locations/me-central1/clusters/demo-gk1/k8s/rbac.authorization.k8s.io/clusterroles/view
